Name,Country,Address,Website,Email,Profile_URL
GELISI ANTONIO DI GELISI ROBERTA,Italy,"5 VIA POLA, San Quirino 33080",http://www.gelisi.it/,"sergio.gelisi@virgilio.it, poderegelisi@gmail.com",https://www.europages.co.uk/GELISI-ANTONIO-DI-GELISI-ROBERTA/SEAC000375203-001.html
CHÂTEAUX ET VINS DE BORDEAUX,France,"9 RUE DES ACACIAS, Saint-Sulpice-De-Faleyrens 33330",https://chateaux-et-vins-de-bordeaux.com/,,https://www.europages.co.uk/CHATEAUX-ET-VINS-DE-BORDEAUX/00000005520965-001.html
ASCO CARBON DIOXIDE LTD,Switzerland,"Hofenstrasse 19, Wittenbach 9300",http://www.ascoco2.com/,"info@ascoco2.com, usa@ascoco2.com",https://www.europages.co.uk/ASCO-CARBON-DIOXIDE-LTD/CHE051501-001.html
LATENTIA WINERY S.P.A.,Italy,"68 VIA PALAZZETTO, Prata Di Pordenone 33080",,,https://www.europages.co.uk/LATENTIA-WINERY-SPA/SEAC004892290-001.html
SIERRA,Spain,"plaza cataluna 7, madrid 28523",,,https://www.europages.co.uk/SIERRA/00000003863111-161331001.html
MONTIONI,Italy,"Viale della Vittoria 34, Montefalco 06036",http://www.gabrielemontioni.it/,"info@gabrielemontioni.it, tour@gabrielemontioni.it",https://www.europages.co.uk/MONTIONI/00000004504897-316973001.html
CELLER VELL,Spain,"Partida Mas Solanes S/N, Sant Sadurní D'anoia 08770",http://www.cellervell.com/,,https://www.europages.co.uk/CELLER-VELL/00000004019132-297189001.html
IBEROWINE,Spain,"calle mota del cuervo, Madrid 28043",http://www.iberowine.com/,,https://www.europages.co.uk/IBEROWINE/00000005288568-600698001.html
CANTINA COOPERATIVA DI PITIGLIANO SOC. COOP. A RL,Italy,"Via Ciacci, 974, Pitigliano 58017",http://www.cantinadipitigliano.it/,,https://www.europages.co.uk/CANTINA-COOPERATIVA-DI-PITIGLIANO-SOC-COOP-A-RL/SEAC000011906-001.html
BODEGAS Y VIÑEDOS RIVALIA,Spain,"Calleja del Prado, 7, , Badarán-La Rioja 26310",http://www.rivalia.com/,,https://www.europages.co.uk/BODEGAS-Y-VINEDOS-RIVALIA/00000003886357-000019606001.html
Moltech AH. Ltd,Hungary,"II. district 107, Röszke 6758",https://moltech.eu/,info@moltech.hu,https://www.europages.co.uk/en/company/moltech-ah-ltd-22296111
MAR DE FRADES,Spain,"Finca Valiñas, Lg. Arosa 16, Meis, Pontevedra 36637",http://www.mardefrades.es/,,https://www.europages.co.uk/MAR-DE-FRADES/00000003457283-45826001.html
SOCIETÀ AGRICOLA PIOMBAIA S.S.,Italy,"loc. Crocina, 1, 53024 Montalcino (SI), Montalcino 53024",https://piombaia.com/,segreteria@piombaia.com,https://www.europages.co.uk/SOCIETA-AGRICOLA-PIOMBAIA-SS/00000005472860-848815001.html
VENETO PASSION,Italy,"via vigazzolo 70, Montebello Vicentino 36040",http://www.venetopassion.com/,,https://www.europages.co.uk/VENETO-PASSION/00000004697900-496842001.html
AZIENDA AGRICOLA PIANDACCOLI DI BRUNI G.,Italy,"Via di Piandaccoli, 7, Malmantile, Lastra a Signa 50055",http://www.piandaccoli.com/,,https://www.europages.co.uk/AZIENDA-AGRICOLA-PIANDACCOLI-DI-BRUNI-G/00000003932165-211635001.html
"HOME RESTAURANT ""IL SOLE DI GIGI"" E VINI GIMAS",Italy,"Via Fontone, 5, Verona 37060",https://il-sole-di-gigiattivita-agricole-girelli-andrea.business.site/?m=true,,https://www.europages.co.uk/HOME-RESTAURANT-IL-SOLE-DI-GIGI-E-VINI-GIMAS/00000005488598-855351001.html
SOCIÉTÉ FESTES ET LAGARDE MOURVIELS,France,"Mourviels, Domaine de festes, Moussoulens 11170",,,https://www.europages.co.uk/SOCIETE-FESTES-ET-LAGARDE-MOURVIELS/00000005501285-001.html
BECKER - DAS WEINGUT,Germany,"Dalbergstrasse 7, Mainz 55129",http://www.weinshop-becker.de/,,https://www.europages.co.uk/BECKER-DAS-WEINGUT/00000003704311-108451001.html
Engagé srl,Italy,"Zona Industriale San Marziale N.22/A, , Colle di Val d’Elsa 53034",https://calici.personalcrystal.it/,info@personalcrystal.it,https://www.europages.co.uk/en/company/engage-srl-22302313
BILDERBERG BIG S.L.,Spain,"Póligono San Luis, c. La Orotava 101, Málaga 29006",,,https://www.europages.co.uk/BILDERBERG-BIG-SL/00000004663274-464544001.html
BODEGAS PATROCINIO,Spain,"Carretera de Cenicero, s/n, , Uruñuela-La Rioja 26313",http://www.bodegaspatrocinio.com/,,https://www.europages.co.uk/BODEGAS-PATROCINIO/00000003725061-000021052001.html
"CEZAR WINERY PEZSGOGYARTO, BORKERESKEDELMI ES SZOLGALTATO KORLATOLT FELELOSSEGU TARSASAG",Hungary,"Kazanlak Krt. 14/D. 2. Em. 6. A., Nagykanizsa 8800",,,https://www.europages.co.uk/CEZAR-WINERY-PEZSGOGYARTO-BORKERESKEDELMI-ES-SZOLGALTATO-KORLATOLT-FELELOSSEGU-TARSASAG/HUN055737-00101.html
"WEINGUT EIFEL, ALFONS",Germany,"Kirchgasse 9, Trittenheim 54349",http://www.weingut-eifel.de/,,https://www.europages.co.uk/WEINGUT-EIFEL-ALFONS/00000005114391-001.html
EMBUTIDOS LA HOGUERA SA,Spain,"Carrera Mediana, 9, San Pedro Manrique (soria) 42174",https://lahoguera.es/en,"info@lahoguera.es, promocomercial@lahoguera.es",https://www.europages.co.uk/EMBUTIDOS-LA-HOGUERA-SA/ESP133315-00101.html
LA FABRIQUE PHOTO,France,"53 cours de l'intendance, Bordeaux 33000",,,https://www.europages.co.uk/LA-FABRIQUE-PHOTO/00000004500619-314417001.html
BACALHÔA - VINHOS DE PORTUGAL S.A.,Portugal,"Estrada Nacional 10, Vila Nogueira De Azeitão 2925-901",https://www.bacalhoa.pt/,"visitas@alianca.pt, lojabmad@bacalhoa.pt, visitas@loridos.com, visitas@bacalhoa.pt, museu.berardo@cm-estremoz.pt, lojamuseuestremoz@bacalhoa.pt",https://www.europages.co.uk/BACALHOA-VINHOS-DE-PORTUGAL-SA/00000004577182-001.html
BODEGAS GOMEZ AGUIRRE SA,Spain,"CTRA ESTACION S/N , Alcanadre 26509",https://www.gomezaguirre.com/,,https://www.europages.co.uk/BODEGAS-GOMEZ-AGUIRRE-SA/00000005506491-001.html
"ADEGA COOPERATIVA REGIONAL DE MONÇÃO, CRL",Portugal,"Lugar De Cruzes - Macedo, Monção 4950-279",http://www.adegademoncao.pt/,"enoturismo@adegademoncao.pt, geral@adegademoncao.pt",https://www.europages.co.uk/ADEGA-COOPERATIVA-REGIONAL-DE-MONCAO-CRL/PRT016951-00101.html
DOMAINE POIRON DABIN,France,"Chantegrolle, Château Thébaud 44690",http://www.poiron-dabin.com/,contact@poiron-dabin.com,https://www.europages.co.uk/DOMAINE-POIRON-DABIN/FRA381310-147960001.html
MIMMO PAONE,Italy,"CORSO SICILIA, 61, Torregrotta 98040",,,https://www.europages.co.uk/MIMMO-PAONE/00000005340083-639365001.html
RECHITSA WINERY MUNICIPAL BRANCH UNITARY ENT.,Belarus,"Vinzavodskaya 4, Rechitsa Gomelskaya Region 247500",,,https://www.europages.co.uk/RECHITSA-WINERY-MUNICIPAL-BRANCH-UNITARY-ENT/BLR007865-00101.html
"MQ VINHOS, UNIPESSOAL LDA",Portugal,"Quinta do MAto, s\n , Lugar do Mato, Sá-Mnc 4950-740",http://www.mqvinhos.pt/,,https://www.europages.co.uk/MQ-VINHOS-UNIPESSOAL-LDA/00000004519365-001.html
A JEREZ DE TURISMO,Spain,"Calle Corredera 16, Jerez De La Frontera 11401",http://ajerezdeturismo.es/,,https://www.europages.co.uk/A-JEREZ-DE-TURISMO/00000005303446-610570001.html
TINTO PESQUERA - GRUPO PESQUERA,Spain,"C/ Real, 2,, Pesquera De Duero-Valladolid 47315",http://www.grupopesquera.com/,,https://www.europages.co.uk/TINTO-PESQUERA-GRUPO-PESQUERA/ESP196174-000019276001.html
MARIOSOMMELIER WINERY,Italy,"Via Parco Nazionale D'Abruzzo, Pescara (pe) 65124",http://www.mariosommelierwinery.sumupstore.com/,,https://www.europages.co.uk/MARIOSOMMELIER-WINERY/00000005285940-598812001.html
WINES4FUN!,Spain,"C/ Alejandro Casona 56, Málaga 29004",http://www.wines4fun.com/,,https://www.europages.co.uk/WINES4FUN/00000004733339-533926001.html
N. I. KOURODAKIS,Greece,"6th KLM National Road Chania - Rethimno, Chania 732 00",http://www.kouridakis.com/,"info@cretan-scales.com, info@kouridakis.com",https://www.europages.co.uk/N-I-KOURODAKIS/00000003847397-151152001.html
MARION WINERY,Cyprus,"Omodhos,, Limassol null",,,https://www.europages.co.uk/MARION-WINERY/CYP001181-00101.html
VIÑAS & VINOS HOYOS DE BANDAMA SL,Spain,"Cam. a La Caldera, 38, Sta Brigida 35307",https://www.bodegahoyosdebandama.com/,maria@bodegahoyosdebandama.com,https://www.europages.co.uk/en/company/vinas-vinos-hoyos-de-bandama-sl-22319846
THE WINE ADVENTURE,Netherlands,"Achterstraat 22, Putten 3882 AG",http://www.thewineadventure.nl/,,https://www.europages.co.uk/THE-WINE-ADVENTURE/00000003960593-234462001.html
TRANSPORTS PÚBLICS DEL PRIORAT I DOMÈNECH S.L.,Spain,"Avinguda Catalunya, 58 - Baixos, Falset 43730",http://www.autocarsdomenech.cat/,,https://www.europages.co.uk/TRANSPORTS-PUBLICS-DEL-PRIORAT-I-DOMENECH-SL/00000004007598-001.html
BODEGAS ENTREMONTES,Spain,"Plaza del Grano s/n, Quintanar de la Orden (Toledo) 45800",,,https://www.europages.co.uk/BODEGAS-ENTREMONTES/00000003861393-159528001.html
"TARTAROS CANTOS, S.L.",Spain,"CALLE SOROLLA, 13, Miguel Esteban 45830",https://www.tartaroscantos.es/,tartaroscantos@tartaroscantos.es,https://www.europages.co.uk/TARTAROS-CANTOS-SL/00000005514564-001.html
STROHBOID GMBH,Austria,"Feuerbachgasse 24, Graz 8020",https://www.strohboid.com/,"service@strohboid.com, max.schade@strohboid.com, misheel.ariun@strohboid.com, fritz.walter@strohboid.com, thomas.maier@strohboid.com",https://www.europages.co.uk/STROHBOID-GMBH/00000005475135-001.html
FR COMPRESSORI SRL,Italy,"Via Antiniana 26, Pozzuoli 80078",http://www.frcompressori.com/,,https://www.europages.co.uk/FR-COMPRESSORI-SRL/00000005370390-681379001.html
BODEGAS VALDELOMAR - VINOS Y CAVAS,Spain,"P.I. El Romeral - Calle Construcción, 39, Requena-Valencia 46340",http://www.bodegasvaldelomar.com/,,https://www.europages.co.uk/BODEGAS-VALDELOMAR-VINOS-Y-CAVAS/00000004537761-335650001.html
JSA GROUP / LANZAROTE UNIVERSAL TRADE S.L.,Spain,"Paseo de la Concordia 33 - Bajo, Socuéllamos, Ciudad Real 13630",http://www.lutsl.com/,info@lutsl.com,https://www.europages.co.uk/JSA-GROUP-LANZAROTE-UNIVERSAL-TRADE-SL/00000004754689-540110001.html
DOMAINE LA GOUJONNE,France,"Chemin Du Vicari, Tourves 83170",https://domaine-la-goujonne.fr/,,https://www.europages.co.uk/DOMAINE-LA-GOUJONNE/00000005454269-001.html
TSALAPATIS WINERY,Cyprus,"Polemi Village, Pafos 8020",http://www.tsalapatiswinery.com/,,https://www.europages.co.uk/TSALAPATIS-WINERY/CYP001917-00101.html
CANTINA M 13 S.A.S.,Italy,"Via Bilucio, 20, Montecarlo 55015",http://www.cantinam13.it/,,https://www.europages.co.uk/CANTINA-M-13-SAS/00000003898187-186598001.html
WINE AMBASSADORS SAS,France,"116 rue d'assas, PARIS 75006",http://www.wine-ambassadors.com/,contact@wine-ambassadors.com,https://www.europages.co.uk/WINE-AMBASSADORS-SAS/00000003888325-179981001.html
GEORGIOS DIAMANTOUROS (PRIVATE COMPANY),Greece,"68, Kosta Varnali Str, Nea Erythrea 146 71",,,https://www.europages.co.uk/GEORGIOS-DIAMANTOUROS-PRIVATE-COMPANY/00000003752857-128416001.html
"MULTIREPRESENTACIONES COSTA, S.L.U.",Spain,"Joan Güell 188, Nou boulevard local 31, Barcelona 08028",http://www.mureco.es/,info@mureco.es,https://www.europages.co.uk/MULTIREPRESENTACIONES-COSTA-SLU/00000005236918-555306001.html
BE ORIGEN,Spain,"Barcelona, Barcelona 08002",https://beorigen.com/,hola@beorigen.com,https://www.europages.co.uk/BE-ORIGEN/00000005472959-848970001.html
RELAIS LA TENUTA DEL GALLO,Italy,"Strada di macchie, km 6, Amelia 05022",http://tenutadelgallo.com/,info@tenutadelgallo.com,https://www.europages.co.uk/RELAIS-LA-TENUTA-DEL-GALLO/00000005359322-657937001.html
WEINWURM´S WINERY,Austria,"Hauptstraße 65, Palterndorf-Dobermannsdorf 2181",http://www.weinwurms.at/,wein@weinwurms.at,https://www.europages.co.uk/WEINWURMS-WINERY/00000004688969-488220001.html
AZIENDA VITIVINICOLA LUSENTI,Italy,"Loc. Casa Piccioni 57 29010 Vicobarone di Ziano Piacentino (PC), Piacenza 29010",http://www.lusentivini.it/vini-colli-piacentini/vini-rossi-frizzanti/,,https://www.europages.co.uk/AZIENDA-VITIVINICOLA-LUSENTI/00000004698047-497077001.html
TENUTA LA PONCA,Italy,"Località Scriò, Dolegna Del Collio 34070",http://www.laponca.it/,info@laponca.com,https://www.europages.co.uk/TENUTA-LA-PONCA/00000005242291-559708001.html
LA COMPAGNIE DE BURGONDIE,France,"3 quai de lYonne / Hameau de Bailly CS10003, Saint-Bris-Le-Vineux 89530",https://www.burgondie.info/,,https://www.europages.co.uk/LA-COMPAGNIE-DE-BURGONDIE/00000005473718-001.html
AZ. AGRICOLA I MONCALVI,Italy,"82 FRAZIONE ROVERETO, Gavi 15066",http://www.paginegialle.it/i-moncalvi-azienda-agricola,,https://www.europages.co.uk/AZ-AGRICOLA-I-MONCALVI/SEAC000526194-001.html
BODEGA MONT REAGA S.L.U,Spain,"Ctra. N420 Km 333,200, Bodega Mont Reaga, Monreal Del Llano 16649",http://www.mont-reaga.com/,,https://www.europages.co.uk/BODEGA-MONT-REAGA-SLU/00000005327057-623674001.html
M.A.SILVA CORTIÇAS SA,Portugal,"Rua Central das Regadas, Apartado 62, Mozelos Vfr 4536-902",http://masilva.pt/,,https://www.europages.co.uk/MASILVA-CORTICAS-SA/PRT021391-00101.html
PROINNOVA CONSULTORÍA TÉCNICA,Spain,"Plaza José María Abreu 5,, Jumilla 30520",https://proinnovacon.es/,contacto@proinnovacon.es,https://www.europages.co.uk/en/company/proinnova-consultoria-tecnica-22316274
AZIENDA SAN MICHELE S.N.C,Italy,"7/4, v. Giulio Cesare, Neive 12052",http://www.parrocodineive.com/,info@parrocodineive.com,https://www.europages.co.uk/AZIENDA-SAN-MICHELE-SNC/SEA268175205-005.html
ETIQUETAS ADHESIVAS RECA,Spain,"P.I. Cerro del Castillo N5 Nave6 P.O.BOX 104, Jumilla 30520",http://graficasreca.es/,,https://www.europages.co.uk/ETIQUETAS-ADHESIVAS-RECA/00000005246066-562711001.html
BARCELONA INSIDE AND OUT,Spain,"Calle Cortada 58 1º2ª, Barcelona 08035",http://www.barcelonainsideandout.com/,info@barcelonainsideandout.com,https://www.europages.co.uk/BARCELONA-INSIDE-AND-OUT/00000004977368-548702001.html
NIETO MARTÍN,Spain,"Calle Trasera del Torreón, 7, Guijuelo 37770",http://www.nietomartin.es/,pedidos@nietomartin.es,https://www.europages.co.uk/NIETO-MARTIN/00000004563310-001.html
VINOSONLINE,Spain,"C/ Murcia 32, San Baudilio De Llobregat ( Barcelona ) 08830",http://vinosonline.es/,,https://www.europages.co.uk/VINOSONLINE/00000004455940-307209001.html
ENOTECA PERBACCO,Italy,"Viale delle Mimose, 40, Terlizzi 70038",https://www.enotecaperbacco.it/,info@enotecaperbacco.it,https://www.europages.co.uk/ENOTECA-PERBACCO/00000005321874-618434001.html
GRANDES VINOS Y VIÑEDOS SA,Spain,"Ctra. Zaragoza-Valencia, km. 45.700, , CARIÑENA 50400",http://www.grandesvinos.com/,,https://www.europages.co.uk/GRANDES-VINOS-Y-VINEDOS-SA/00000003852241-000018783001.html
CANTINA LE DUE QUERCE,Italy,"via san lorenzo 24, OME 25050",http://www.cantinaleduequerce.it/,"info@cantinaleduequerce.it, infoluisfranciacorta@gmail.com",https://www.europages.co.uk/CANTINA-LE-DUE-QUERCE/00000003796067-139248001.html
CANTINE TORREVILLA,Italy,"Via Emilia 4, Torrevilla - Vini E Spumanti Dell'oltrepo Pavese, Torrazza Coste 27058",http://www.torrevilla.it/,"info@torrevilla.it, bottega@torrevilla.it",https://www.europages.co.uk/CANTINE-TORREVILLA/00000003703549-108026001.html
GTN ALOJAMIENTOS LA RIOJA,Spain,"Calle Rodejón, 84, Logroño 26007",https://gestionlarioja.com.es/,hello@masterguest.es,https://www.europages.co.uk/GTN-ALOJAMIENTOS-LA-RIOJA/00000005551369-001.html
DOMUSLANGHE B&B,Italy,"via Belvedere 15, Treiso 12050",http://www.domuslanghe.com/,,https://www.europages.co.uk/DOMUSLANGHE-BB/00000004760889-540283001.html
MAISON LE STAR VIGNOBLES CHATEAUX,France,"Route De Bergerac, Pineuilh 33220",https://www.maisonlestar.fr/,"msaintmarc@maisonlestar.fr, afaure@maisonlestar.fr",https://www.europages.co.uk/MAISON-LE-STAR-VIGNOBLES-CHATEAUX/00000005556375-001.html
DOMAINE DE LA PIGEADE,France,"Route de Caromb, Beaumes-De-Venise 84190",http://www.lapigeade.fr/,contact@lapigeade.fr,https://www.europages.co.uk/DOMAINE-DE-LA-PIGEADE/00000003996995-266232001.html
BODEGAS CAMPORICO,Spain,"C/extremadura Nº3 Bajo, Caravaca De La Cruz 30400",,,https://www.europages.co.uk/BODEGAS-CAMPORICO/00000003690757-105108001.html
PODERI LA COLLINA DI PIERGIORGIO MARENGO,Italy,"42, v. Dante Alighieri, Dogliani 12063",http://www.poderilacollina.it/,,https://www.europages.co.uk/PODERI-LA-COLLINA-DI-PIERGIORGIO-MARENGO/SEAC000647532-001.html
IDE,France,"3 Rue De La Venelle, Lux 21120",http://www.ide-lux.fr/,,https://www.europages.co.uk/IDE/00000003624805-86383001.html
HATZIDAKIS HARIDIMOS WINERY SANTORINI,Greece,"Kallisti, Pyrgos Thiras 847 01",,,https://www.europages.co.uk/HATZIDAKIS-HARIDIMOS-WINERY-SANTORINI/GRC014317-00101.html
"NOR-IBERICA DE BEBIDAS, S.L.",Spain,"Ctra de Piñeiro - Iglesia de Maside s/n, Maside 32577",http://www.noribericadebebidas.com/,"info@noribericadebebidas.com, export@noribericadebebidas.com",https://www.europages.co.uk/NORIBERICA-DE-BEBIDAS-SL/00000003938275-216447001.html
VOLUTEX,France,"12 avenue Henri Beaudelet, Ozoir-La-Ferrière 77330",https://www.volutex.fr/,info@volutex.fr,https://www.europages.co.uk/VOLUTEX/00000005291526-001.html
RIOJA WINE BARRELS,Spain,"Polígono Cantabria II, C. Los Almendros, 14, Logroño, La Rioja 26009",,,https://www.europages.co.uk/en/company/rioja-wine-barrels-22306923
Bodegas Camino Alto,Spain,"C. Polillo, 4, , Toledo, España, Villacañas 45860",https://bodegascaminoalto.com/,info@bodegascaminoalto.com,https://www.europages.co.uk/en/company/bodegas-camino-alto-22301684
SOUTHERNCASKS S.L.,Spain,"Calle Dársena s/n, El Puerto De Santa María 11500",https://jerezsherrybarrels.com/,,https://www.europages.co.uk/SOUTHERNCASKS-SL/00000005400095-729234001.html
AZIENDA VITIVINICOLA IL COLLE,Italy,"Via Colle,15, San Pietro Di Feletto 31020",https://www.proseccoilcolle.it/,"info@proseccoilcolle.it, visit@proseccoilcolle.it",https://www.europages.co.uk/AZIENDA-VITIVINICOLA-IL-COLLE/00000005425417-763671001.html
SIG - MAC S.R.L.,Italy,"16/18 VIA CORNELLA, Castelli Calepio 24060",http://www.sigmacsrl.it/,info@sigmacsrl.it,https://www.europages.co.uk/SIG-MAC-SRL/SEAC000618711-001.html
"D.F.J. VINHOS, S.A.",Portugal,"Qta Da Fonte Bela, Vila Cha De Ourique 2070-681",http://www.dfjvinhos.com/,"info@dfjvinhos.com, jose.elias@dfjvinhos.com, jose.neiva@dfjvinhos.com, vasco.neiva@dfjvinhos.com, luis.gouveia@dfjvinhos.com",https://www.europages.co.uk/DFJ-VINHOS-SA/PRT025929-00101.html
WEINGUT HANS WIRSCHING KG,Germany,"Ludwigstr. 16, Iphofen 97346",,,https://www.europages.co.uk/WEINGUT-HANS-WIRSCHING-KG/DEU431973-00101.html
OINOSPOROS,Greece,"Panepistimiou 64, Athens 10677",https://www.oinosporos.com/,info@oinosporos.com,https://www.europages.co.uk/OINOSPOROS/00000005409095-744308001.html
"CASA AGRICOLA HORTA OSÓRIO, S.A",Portugal,"Quinta do Pontão - Cumieira, Santa Marta De Penaguião 5030-046",,,https://www.europages.co.uk/CASA-AGRICOLA-HORTA-OSORIO-SA/00000004477179-001.html
THEMAS,France,"137 CHEMIN BONJEAN, Pernes Les Fontaines 84210",http://www.themas-vin.com/,themasvin@gmail.com,https://www.europages.co.uk/THEMAS/00000004728431-527263001.html
BLESSED BE EXPORT,Spain,"cl Picos de los Artilleros 134, Madrid 28030",,,https://www.europages.co.uk/BLESSED-BE-EXPORT/00000004615703-434766001.html
AGRICOLA FALSET-MARCA SCCL.,Spain,"Calle Miquel Barcelo 31, Falset 43730",http://www.etim.cat/,eli@etim.cat,https://www.europages.co.uk/AGRICOLA-FALSETMARCA-SCCL/ESP040715-00101.html
BODEGA LA TAUTILA,Spain,"c/ esperanza nº 5 poligona san rafael HUERCAL DE ALMERIA, Almeria 04230",http://www.bodegatautila.com/,,https://www.europages.co.uk/BODEGA-LA-TAUTILA/00000004530153-332772001.html
AP2M,France,"2 Lieu Dit Grand Branda, Vayres 33870",,,https://www.europages.co.uk/AP2M/FRA804956-00101.html
TIKITEKA ETICHETTE,Italy,"Via Europa, 36, Amantea 87032",https://tikiteka.it/,,https://www.europages.co.uk/TIKITEKA-ETICHETTE/00000005541170-001.html
