Name,Country,Address,Website,Email,Profile_URL
Kaya Handelsgüter & Rohstoffe GmbH,Germany,"Kaldenkirchener Strasse 4, Mönchengladbach 41063",http://www.kaharo.de/,info@kaharo.de,https://www.wlw.de/en/company/kaya-handelsgueter-rohstoffe-gmbh-1926417
PALUMA GmbH,Germany,"Bergstr. 15, Kutzenhausen 86500",https://www.paluma.net/pages/lohnherstellung,,https://www.wlw.de/en/company/paluma-gmbh-22274801
Klar Seifen GmbH,Germany,"Am Ochsenhorn 13, Plankstadt 68723",https://www.seife.de/?utm_source=wlw,,https://www.wlw.de/en/company/klar-seifen-gmbh-1930993
Cosmeva GmbH,Germany,"Hundertwasserallee 7, , Ober-Ramstadt 64372",https://www.cosmeva.de/,,https://www.wlw.de/en/company/cosmeva-gmbh-22276715
SoapConcept Lohnherstellung UG (haftungsbeschränkt),Germany,"Helmut-Schmidt-Allee 13, Bernau 16321",https://www.soapconcept.de/,info@soapconcept.de,https://www.wlw.de/en/company/soapconcept-lohnherstellung-ug-haftungsbeschraenkt-20032993
3S Simons Security Systems GmbH,Germany,"Lise-Meitner-Strasse 6, Nottuln 48301",http://secutag.com/,"info@secutag.com, nfo@secutag.com, rolf.simons@secutag.com, silke.simons@secutag.com",https://www.wlw.de/en/company/3s-simons-security-systems-gmbh-1878613
VMP Chemiekontor GmbH,Germany,"Industriestraße 16, Siegburg 53721",http://vmp-chemiekontor.de/,"info@lucridis.ch, info@quaan.de, info@vmp-asia.com, vmp@vmp-chemiekontor.de",https://www.wlw.de/en/company/vmp-chemiekontor-gmbh-1891729
"Casa de Espania Internacional, s.l.",Germany,"Fuggerstr. 15, Münster 48165",https://industrie.feinkost-import.eu/,,https://www.wlw.de/en/company/casa-de-espania-internacional-sl-22278350
VIVATIS PHARMA GmbH,Germany,"Grüner Deich 1-3, Hamburg 20097",http://www.vivatis.de/,info@vivatis.de,https://www.wlw.de/en/company/vivatis-pharma-gmbh-981079
NORCON Trade,Germany,"Roedernstrasse 13A, Berlin 12623",http://www.norcon-trade.de/,info@norcon-trade.de,https://www.wlw.de/en/company/norcon-trade-1420707
Mopac Wasen AG,Switzerland,"Oeleweg 4, Wasen im Emmental 3457",http://www.mopac.ch/?https%3A%2F%2Fwww.mopac.ch%2Fde%2F,info@mopac.ch,https://www.wlw.de/en/company/mopac-wasen-ag-106425
Lady Esther Kosmetik GmbH,Germany,"Robert-Bosch-Strasse 26, Bensheim 64625",http://www.ladyesther.com/,mail@ladyesther.com,https://www.wlw.de/en/company/lady-esther-kosmetik-gmbh-346019
Nesafron Gmbh,Germany,"Blumenstr. 71, Erfurt 99092",https://nesafron.de/impressum.html,,https://www.wlw.de/en/company/nesafron-gmbh-20020536
Maier + Partner Kunststofftechnik GmbH,Germany,"Waldsachsener Weg 17, Crimmitschau 08451",http://www.mpkt.de/,info@mpkt.de,https://www.wlw.de/en/company/maier-partner-kunststofftechnik-gmbh-426718
Zelinka GmbH,Germany,"Bauerstrasse 22, München 80796",https://zelinkagmbh.com/,,https://www.wlw.de/en/company/zelinka-gmbh-1220736
Beauty Com GmbH,Germany,"Walter-Gessner-Str. 2, Feldkirchen-Westerham 83620",http://www.beautycom.biz/,,https://www.wlw.de/en/company/beauty-com-gmbh-356358
SanderStrothmann GmbH,Germany,"Brüsseler Strasse 2, Georgsmarienhütte 49124",http://www.sanderstrothmann.de/,"info@sanderstrothmann.com, info@sanderstrothmann.de, d.broxtermann@sanderstrothmann.de.erfahrung, d.broxtermann@sanderstrothmann.de",https://www.wlw.de/en/company/sanderstrothmann-gmbh-624441
Werner Schneider GmbH,Germany,"Förchenholzstrasse 21, Bad Tölz 83646",http://www.kosmetik-toelz.de/,buero@kosmetik-toelz.de,https://www.wlw.de/en/company/werner-schneider-gmbh-565440
Carl Dicke GmbH & Co KG,Germany,"Wetschewell 15, Mönchengladbach 41199",http://www.carldicke.de/,info@carldicke.de,https://www.wlw.de/en/company/carl-dicke-gmbh-co-kg-617403
Viridi Orbis GmbH,Switzerland,"Nefenstrasse 28, Heerbrugg 9435",https://www.v-og.ch/,office@v-og.ch,https://www.wlw.de/en/company/viridi-orbis-gmbh-1931997
Chem2Market GmbH,Germany,"Planckstraße 17, Hamburg 22765",https://plants2market.com/,info@plants2market.com,https://www.wlw.de/en/company/chem2market-gmbh-1753780
Abtswinder Naturheilmittel GmbH & Co. KG,Germany,"Gewürzstrasse 1-3, Abtswind 97355",http://www.abtswinder.de/?utm_source=wlw,info@abtswinder.de,https://www.wlw.de/en/company/abtswinder-naturheilmittel-gmbh-co-kg-369990
Accentra GmbH & Co. KG,Germany,"Rudolf-Diesel-Strasse 7, Bechhofen 91572",http://www.accentra.de/,,https://www.wlw.de/en/company/accentra-gmbh-co-kg-1115895
Ölmühle Solling GmbH,Germany,"Höxtersche Strasse 3, Boffzen 37691",https://www.oelmuehle-solling.de/,info@oelmuehle-solling.de,https://www.wlw.de/en/company/oelmuehle-solling-gmbh-1911957
MAG Cosmetics GmbH,Germany,"Rötestrasse 7, Bietigheim-Bissingen 74321",http://www.mag-cosmetics.de/,info@mag-cosmetics.de,https://www.wlw.de/en/company/mag-cosmetics-gmbh-1645821
Buckton Scott Deutschland GmbH,Germany,"Bankplatz 1a, Braunschweig 38100",http://www.bucktonscott.de/,info@bucktonscott.de,https://www.wlw.de/en/company/buckton-scott-deutschland-gmbh-1261314
Mera Pharma GmbH,Switzerland,"Mülibach 3, Altendorf 8852",https://merapharmagmbh.com/,info@merapharmagmbh.com,https://www.wlw.de/en/company/mera-pharma-gmbh-22267058
Vepack GmbH,Germany,"Industriestrasse 5, Schwalmtal 41366",http://www.vepack.de/,"strafer@vepack.de, j.strafer@vepack.de",https://www.wlw.de/en/company/vepack-gmbh-587257
Susanne Wich GmbH,Germany,"Gutenbergstrasse 45, Hessisch Lichtenau 37235",http://www.wichgmbh.de/,info@wichgmbh.de,https://www.wlw.de/en/company/susanne-wich-gmbh-1598394
Sensitive Lashes,Germany,"Kleine Dürerstr 61, Herne 44651",https://www.sensitive-lashes.de/,,https://www.wlw.de/en/company/sensitive-lashes-1866332
Pirlo Gruppe,Austria,"Hugo-Petters-Strasse 8-14, Kufstein 6330",http://www.pirlo.com/,"office.poland@pirlo.com, h.stoeckl@pirlo.com, d.jordan@pirlo.com, mwylup@pirlo.com, t.mayr@pirlo.com, m.haeusler@pirlo.com, s.schwarz@pirlo.com, m.kuen@pirlo.com, k.schreder@pirlo.com, s.boyanov@pirlo.com, a.sievers@pirlo.com, v.fiderer@pirlo.com, r.neu@pirlo.com, s.harkam@pirlo.com, m.grubac@pirlo.com, o.vankuik@pirlo.com, v.weidner@pirlo.com, m.horst@horst-verpackung.de, t.warchol@pirlo.com, c.chorques@pirlo.com, a.cestaro@pirlo.com, k.plank@pirlo.com, a.nagy@pirlo.com, l.spisiakova@pirlo.com, c.gasteiger@pirlo.com, w.kainberger@pirlo.com",https://www.wlw.de/en/company/pirlo-gruppe-159578
KORA GmbH,Austria,"Olympiastrasse 5, Ernsthofen 4432",https://www.kora.at/?utm_source=wlw,office@kora.at,https://www.wlw.de/en/company/kora-gmbh-1714026
Fertigteilwerk Allgäu GmbH,Germany,"Germaringer Strasse 44, Pforzen 87666",http://xn--ftw-allgu-22a.de/,info@ftw-allgaeu.de,https://www.wlw.de/en/company/fertigteilwerk-allgaeu-gmbh-1545331
Wagener & Co. GmbH,Germany,"Lohesch 60, Lengerich 49525",https://www.wagener-co.de/,info@wagener-co.de,https://www.wlw.de/en/company/wagener-co-gmbh-632144
Verpackungskontor Frankfurt Peter Henss,Germany,"Alt Erlenbach 27, Frankfurt 60437",http://www.verpackungskontor-frankfurt.de/,verpackungskontor-frankfurt@gmx.de,https://www.wlw.de/en/company/verpackungskontor-frankfurt-peter-henss-467573
Steinfels Swiss Division der Coop Genossenschaft,Switzerland,"St. Galler-Strasse 180, Winterthur 8404",http://www.steinfels-swiss.ch/,info@steinfels-swiss.ch,https://www.wlw.de/en/company/steinfels-swiss-division-der-coop-genossenschaft-100160
artefactum gmbh,Germany,"Francois-Mitterrand-Allee 16, Rudolstadt 07407",http://artefactum.kosmetikhersteller.biz/,info@artefactum.biz,https://www.wlw.de/en/company/artefactum-gmbh-1804045
SBE Consulting GmbH,Switzerland,"Baarerstrasse 43, Zug 6300",,,https://www.wlw.de/en/company/sbe-consulting-gmbh-22304010
AB Im- und Export A. Beringer & Co. GmbH,Germany,"Plauer Strasse 20, Güstrow 18273",https://www.ab-im-export.de/,contact@ab-im-export.de,https://www.wlw.de/en/company/ab-im-und-export-a-beringer-co-gmbh-1567547
team-pharma Volkmar Lippold GmbH,Germany,"Mühlenkoppel 2A, Ascheberg 24326",http://www.team-pharma.de/,info@team-pharma.de,https://www.wlw.de/en/company/team-pharma-volkmar-lippold-gmbh-614407
Bonito GmbH,Germany,"Lauterbachstraße 23a, Geretsried 82538",http://www.bonito-gmbh.de/,info@bonito-gmbh.de,https://www.wlw.de/en/company/bonito-gmbh-20001828
Proderma AG,Switzerland,"Nebikerstrasse 60, Schötz 6247",http://www.proderma.ch/,info@proderma.ch,https://www.wlw.de/en/company/proderma-ag-107940
Yuneiko GmbH,Germany,"Karower Str. 17, Berlin 13125",http://lebensmittel-produktion.de/,info@yuneiko.de,https://www.wlw.de/en/company/yuneiko-gmbh-20004158
bb med. product GmbH,Germany,"Wöhrmannstrasse 15, Kalkar 47546",http://www.bb-kalkar.de/,info@bb-kalkar.de,https://www.wlw.de/en/company/bb-med-product-gmbh-450613
Solar-Sunlight GmbH,Germany,"Mornewegstrasse 45a, Darmstadt 64293",http://www.solarsunlight.de/,,https://www.wlw.de/en/company/solar-sunlight-gmbh-1119100
erni druck + media AG,Switzerland,"Uznacherstrasse 3, Kaltbrunn 8722",https://ernidruck.ch/,info@ernidruck.ch,https://www.wlw.de/en/company/erni-druck-media-ag-1591156
Lipp's Imkereiprodukte e.K.,Germany,"Konrad-Lang-Straße, 31, Dietzenbach 63128",http://www.lipps-welt.de/,,https://www.wlw.de/en/company/lipps-imkereiprodukte-ek-1499732
Wachsfabrik Segeberg GmbH,Germany,"Asternweg 11, Bad Segeberg 23795",http://www.wachsfabrik.de/,info@wachsfabrik.de,https://www.wlw.de/en/company/wachsfabrik-segeberg-gmbh-563722
Neo Cos Service GmbH,Germany,"Im Wesertal 1a, Höxter 37671",http://www.neocos.com/,,https://www.wlw.de/en/company/neo-cos-service-gmbh-835056
Brac - Werke AG,Switzerland,"Passwangstrasse 35, Breitenbach 4226",https://www.brac.ch/,brac@brac.ch,https://www.wlw.de/en/company/brac-werke-ag-108863
KRONOS Resources GmbH,Germany,"Gustav-Adolf-Straße 130, Berlin 13086",https://www.kronos-resources.de/,info@kronos-resources.de,https://www.wlw.de/en/company/kronos-resources-gmbh-1917684
Gebrüder Ewald GmbH,Germany,"Waldauer Berg 2, Schleusingen / OT Hinternah 98553",http://www.ewaldsolutions.de/,info@ewaldsolutions.de,https://www.wlw.de/en/company/gebrueder-ewald-gmbh-530140
TREFFPACK – C.E. Gätcke’s Glas Gesellschaft mbH,Germany,"Bredowstraße 31, Hamburg 22113",http://www.treffpack.de/,"sales@treffpack.de, info@treffpack.de",https://www.wlw.de/en/company/treffpack-ce-gaetckes-glas-gesellschaft-mbh-1809743
Parfum Trend,Germany,"Industriestrasse 15, Rodenbach 63517",https://www.parfumtrend.com/kontakt,info@parfumtrend.com,https://www.wlw.de/en/company/parfum-trend-1096987
Klaus Busche Chemie GmbH,Germany,"Blankeneser Bahnhofstrasse 56, Hamburg 22587",http://www.busche-chemie.de/,info@busche-chemie.de,https://www.wlw.de/en/company/klaus-busche-chemie-gmbh-923576
MBK Verpackungen GmbH,Germany,"Ängelholmer Strasse 20a, Kamen 59174",http://www.mbk-verpackungen.de/,info@mbk-verpackungen.de,https://www.wlw.de/en/company/mbk-verpackungen-gmbh-836812
Kräuterhaus Sanct Bernhard KG,Germany,"Helfensteinstrasse 47, Bad Ditzenbach 73342",http://www.kraeuterhaus.de/,info@kraeuterhaus.de,https://www.wlw.de/en/company/kraeuterhaus-sanct-bernhard-kg-1643879
